QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40554308,6/23/2021,drain joint leak DIW,0051-17350,52CMPPPT,LEAK,112103,YES
40554296,6/23/2021,CLNR 0051-79383 damaged part,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40553913,6/23/2021,ORING nozzle x8,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40553863,6/23/2021,No defect,0010-68059,34CMPB,OTHER,1721-301514-SN0964,YES
40553857,6/23/2021,BB4 Missing labels - (No defect),0010-68059,34CMPB,OTHER,0921-301514-SN0916,YES
40553680,6/23/2021,0040-70671 wrong part,0040-70671,36MDPCHB,FIT ISSUE,,YES
40553664,6/22/2021,wrong parts installed,0010-68059,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,2221-301514-SN0975,YES
40553653,6/22/2021,40553039  0022-76397,0022-76397,52CMPPCB,PART - MISSING/WRONG PART OR QTY,,YES
40553534,6/22/2021,Wrong part,0022-76397,52CMPPCB,PART - MISSING/WRONG PART OR QTY,,YES
40553434,6/22/2021,0022-26446 Scrape Damage,0022-26446,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40553254,6/22/2021,Part has wrong finish,0020-61459,32EPGNSO,PART DAMAGE / COSMETIC ISSUE,4820,YES
40553250,6/22/2021,0041-87615 missing helicoils,0041-87615,36ETCCHB,FIT ISSUE,,YES
40553245,6/22/2021,Part has wrong finish,0021-27110,32EPGNSO,PART DAMAGE / COSMETIC ISSUE,821-01,YES
40553039,6/21/2021,wrong part for plug should be 0022-76397,0021-97688,52CMPPCB,PART - MISSING/WRONG PART OR QTY,,YES
40552879,6/21/2021,Broke Plastic Safety Shield,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,300047-1521-44,YES
40552608,6/20/2021,Safety Sheild broken,0042-22801,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40552343,6/20/2021,702363-C MFL,0010-80128,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40552185,6/19/2021,HPO O-Ring 0022-25689,0022-25689,36ETCCHT,PART - MISSING/WRONG PART OR QTY,1,
40552105,6/19/2021,0042-35190 mark can be visualize,0042-35190,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-06/21,YES
40552047,6/18/2021,Nozzle O-Ring - 0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40552026,6/19/2021,0241-17820 - Damage to Enclosure,0042-37352,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-09/21,YES
40551987,6/18/2021,Missing,0020-02764,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40551957,6/18/2021,Missing,0022-16138,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40551784,6/18/2021,Broken tooth on cable tray 0022-83732,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,,YES
40551721,6/18/2021,DMR PN 0022-39824,0022-39824,33FEPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40551377,6/17/2021,Damaged Safety shield,0030-00374,36MDPCP,PART DAMAGE / COSMETIC ISSUE,300047-1321-32,YES
40551187,6/17/2021,OP60 Damaged safety shield,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,300047-0721-06,YES
40550780,6/16/2021,does not match ioms,0042-36675,36NPIB,FIT ISSUE,,YES
40550718,6/16/2021,0042-28613 ... X1 screw thread not spec,0042-28613,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-02/21,YES
40550436,6/15/2021,0022-76049 parts not to specific,0022-76049,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40550318,6/15/2021,0030-00374 safety shield broken,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,300047-0721-05,YES
40549838,6/14/2021,Slurry Arm spring,0010-51619,52CMPPSB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40549826,6/14/2021,Unable To Locate - MFL,0051-85845,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40549662,6/14/2021,0042-36503. Back Plate RHS Uppr Door Pol,0042-36503,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-53/20,YES
40549589,6/14/2021,LK Build- Window Chipped,0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40549059,6/12/2021,P2 drain leak,0051-17350,52CMPPST,FUNCTIONAL FAILURE,112129,YES
40548654,6/11/2021,cracked frame,0041-77947,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-19/21-04,YES
40548464,6/11/2021,LK Build- Window Issued Wrong Sides,0240-47291,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,
40548419,6/11/2021,Bad thread,0042-42335,34CMPB,FIT ISSUE,300047-1721-01,YES
40548407,6/11/2021,Left sided window ONLY,0240-47291,52CMPPSB,OTHER,,
40548398,6/11/2021,Cracked safety cover.,0041-04262,32EPGRMB,PART DAMAGE / COSMETIC ISSUE,301514-N/A,YES
40548300,6/10/2021,object stuck in screw hole,0021-84180,34CMPKB,FUNCTIONAL FAILURE,301514-06/20,YES
40548164,6/10/2021,Broken Sub-Chamber Tray,0022-83732,33FEPINB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40547805,6/9/2021,LOGISTICS (POU DECON) IDENTIFIED MISSING,0041-77748,B52LOG,PART - MISSING/WRONG PART OR QTY,NA,YES
40547482,6/9/2021,Inner shield Hitting,0045-00686,52CMPPPB,FIT ISSUE,704,YES
40547452,6/9/2021,UPPER HINGED DOOR DENT,0010-65654,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40547415,6/9/2021,Logistics Identified Damaged Part,0022-49774,45NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40547306,6/9/2021,Broken Stepper Motors,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,1621-301514-SN0958,YES
40547230,6/8/2021,Wrong Side window received,0240-47291,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40547204,6/8/2021,"KIT,WINDOW CAME SIMILAR SIDES.",0240-46735,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40547151,6/8/2021,Missing,0022-20634,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40547140,6/8/2021,Missing,0022-20634,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40547097,6/8/2021,FRC Bracket P/N 0041-87615,0041-87615,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40546872,6/8/2021,Shield Broken.,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40546145,6/7/2021,Defective Waste Water Piping,0051-17350,52CMPPPT,ASSEMBLED INCORRECTLY / WORKMANSHIP,112116,YES
40546111,6/7/2021,Wrong sized insert,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0821-301514-SN0913,YES
40545823,6/5/2021,Bracket damaged helicoils,0041-87615,36ETCCHT,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40545680,6/5/2021,wrong part,0022-20634,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40545489,6/4/2021,0041-37653 Broken RB cover,0041-37653,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-13/21,YES
40545281,6/4/2021,O-ring cut short,0015-12989,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40545073,6/3/2021,inner shiel warp,0045-00686,52CMPPPB,FIT ISSUE,639,YES
40544926,6/3/2021,Screws missing,0010-52934,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40544854,6/3/2021,LOGISTICS (INB) IDENTIFIED DAMAGE,0040-81522,B54LOG,PACKAGING,1TSC1034802221,YES
40544843,6/3/2021,B01741-C Damaged Gauge Cover,0040-70671,36MDPCHT,OTHER,1134193920,YES
40544812,6/3/2021,MFL,0015-12989,34CMPKB,PART - MISSING/WRONG PART OR QTY,,
40544734,6/3/2021,Part missing in WC,0010-75585,52FEPCHB,PART - MISSING/WRONG PART OR QTY,,
40544733,6/3/2021,Part missing in WC,0010-75585,52FEPCHB,PART - MISSING/WRONG PART OR QTY,,
40544732,6/3/2021,Part missing in WC,0010-75585,52FEPCHB,PART - MISSING/WRONG PART OR QTY,,
40544531,6/2/2021,QCA-B01806-F   90 0251-07263 COVER,0030-00370,36MDPCP,PART DAMAGE / COSMETIC ISSUE,132188,YES
40544229,6/2/2021,B01741-C Damaged Gauge Cover,0040-70671,36MDPCHT,OTHER,,YES
40543781,6/1/2021,Gimbal base,0022-04679,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,52116,YES
40543533,5/31/2021,Dent on window binding,0240-47291,52CMPPST,OTHER,,YES
40543445,5/31/2021,CR cover is missing hardware,0010-52933,34CMPFT,PART - MISSING/WRONG PART OR QTY,300047-092102,
40543431,5/31/2021,Logistics identified under ship,0010-61711,B34LOG,PART - MISSING/WRONG PART OR QTY,,
40543378,5/31/2021,wafer loading issue,0042-20495,52CMPPPT,FUNCTIONAL FAILURE,,YES
40543246,5/30/2021,Dent found on Window Binding,0240-47291,52CMPPST,PART DAMAGE / COSMETIC ISSUE,,YES
40543076,5/30/2021,OP60 PIB Safety Shield Broken,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40543060,5/30/2021,Wrong Part,0042-20495,52CMPHDB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40542981,5/29/2021,Pedestal Safety cover replacement,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,300047-0021,YES
40542968,5/29/2021,Part Test Fail,0042-20495,52CMPHDB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40542956,5/29/2021,Right Carriage Cover,0010-52934,52CMPPPT,AMAT Spec Reviewed - PART NOT TO SPEC,192127,YES
40542899,5/29/2021,MFL - reconfig,0022-79455,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40542333,5/27/2021,Missing Upper clamp,0042-04287,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40542183,5/27/2021,"Shield damaged, need replacement",0030-00374,36MDPCP,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40542162,5/27/2021,Stuck Fitting,0051-04883,34CMPB,PART DAMAGE / COSMETIC ISSUE,200037164-12/21,YES
40541818,5/26/2021,Weldment exhaust was broken,0051-04872,34CMPB,PART DAMAGE / COSMETIC ISSUE,SCI465280,YES
40541624,5/26/2021,LK Build- Cat Slurry Arm Cover Crack,0010-94614,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40541571,5/26/2021,Scratched DC PWR Face Guard / 0022-30407,0022-30407,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40541046,5/25/2021,LK Build- Missing One Touch Fitting,0010-89525,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40540961,5/25/2021,0042-30145. Not build to Spec.,0042-30145,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40540883,5/25/2021,MFG/ Lost,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40540823,5/24/2021,source cover missing hardware,0010-50933,36MDPCHT,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40540797,5/24/2021,source cover is missing hardware,0010-50933,B36LOG,PART - MISSING/WRONG PART OR QTY,,
40540768,5/24/2021,Logistics identified wrong part,0042-42619,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40540700,5/25/2021,Cover Gap Cracked,0041-54529,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-0321,YES
40540618,5/24/2021,Base Plate - helicoil pulled out.,0042-28024,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-03/21,YES
40540566,5/24/2021,drain fitting too tight,0051-11291,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,SCI465564,YES
40540503,5/24/2021,Part damaged,0042-27947,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40540372,5/24/2021,Missing mounting brackets.,0010-50933,36MDPCHT,ASSEMBLED INCORRECTLY / WORKMANSHIP,1,YES
40540361,5/23/2021,pib safety shield,0030-00374,36MDPCHT,OTHER,,YES
40540275,5/23/2021,FI Build - Foup Lid chipped,0015-11344,55CPGFIB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40540124,5/22/2021,"0030-00374 SHIELD, SAFETY, LOWER PIB, BL",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40539752,5/21/2021,**QN VOIDED** Design change,0042-43703,34CMPKB,OTHER,,YES
40539690,5/21/2021,CATALYST: Design change -offsite rework,0042-28788,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40539681,5/21/2021,PN 0022-27050,0022-27050,36ETCCHB,FIT ISSUE,,YES
40539460,5/20/2021,*** QN VOIDED ****,0021-97688,34CMPPDB,OTHER,,YES
40539419,5/20/2021,Part test failed,0041-79337,52CMPHDB,FUNCTIONAL FAILURE,,YES
40539277,5/21/2021,Part found damaged,0041-94548,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,,YES
40539259,5/20/2021,Drain Leaking,0051-17350,52CMPPPB,LEAK,112125,YES
40539197,5/20/2021,C 1 STA3 emiiter receiver orientation,0010-89069,34CMPCP,ASSEMBLED INCORRECTLY / WORKMANSHIP,01/21-301514-SN40,YES
40539189,5/20/2021,C1 STA2 - emitter/receiver orientation,0010-89060,34CMPCP,ASSEMBLED INCORRECTLY / WORKMANSHIP,01/21-301514-SN38,YES
40538719,5/19/2021,Logistic identified damaged part,0042-40146,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40538568,5/18/2021,PreClean Side A Tank Loose Heli Coils,0010-86295,34CMPB,LEAK,1421-301514SN0006,YES
40538514,5/18/2021,Missing,0041-81031,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40538127,5/18/2021,WRONG QTY AND PARTS RECEIVED,0030-00292,32EPGMFT,PART - MISSING/WRONG PART OR QTY,N/A,YES
40537841,5/17/2021,Shield Broken,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40537764,5/17/2021,O-ring damaged,0022-25690,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,15233,YES
40537669,5/17/2021,Broken Shield Wall,0041-37656,34CMPFT,PART DAMAGE / COSMETIC ISSUE,300047-0521-30,YES
40537555,5/16/2021,THE 2 HOLE DEPTH NOT DEEP ENOUGH,0040-76117,52MDPCHB,FIT ISSUE,1121,YES
40537517,5/16/2021,LOGISTICS (POU QA) IDENTIFIED DAMAGE,0040-81198,B52LOG,PART DAMAGE / COSMETIC ISSUE,SC1012221321,YES
40537421,5/16/2021,0030-00374 safety shield.,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40537391,5/16/2021,Part found damaged,0041-77748,52CMPHDB,PART DAMAGE / COSMETIC ISSUE,,YES
40537310,5/15/2021,"0030-00374, 1671994, plastic shield",0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40537166,5/15/2021,Missing lid handle cover,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,301574,YES
40537096,5/14/2021,O-Ring - 0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40536877,5/14/2021,Broken Drip Panel,0041-77947,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40536861,5/14/2021,pad conditioner has loose housing,0010-86295,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,1121-301514-SN0004,YES
40536831,5/14/2021,SCRATCHED COVER,0020-77581,34CMPLZB,PART DAMAGE / COSMETIC ISSUE,301514-15/21,YES
40536441,5/13/2021,Cracked insert,0041-50369,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40536364,5/13/2021,Pins broken on BB2 connector,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,932,YES
40536159,5/12/2021,DMR Optical Comm,0010-68318,36ETCCHB,FUNCTIONAL FAILURE,301514-0521-0595,YES
40536024,5/12/2021,Part mirco scratch,0022-55292,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-4920,YES
40535314,5/11/2021,0022-34955 - wrong part received,0022-34955,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40535288,5/12/2021,Test failed,0042-20495,52CMPHDB,FUNCTIONAL FAILURE,,YES
40535260,5/11/2021,Defective Door,0010-62722,34CMPB,FUNCTIONAL FAILURE,,YES
40535211,5/11/2021,0022-25690 Damaged,0022-25690,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,15232,YES
40535083,5/10/2021,Broken upper raceway,0022-80362,33FEPINB,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40535082,5/10/2021,lower clmp,0041-96586,36ETCCHB,FIT ISSUE,301514-2320,YES
40535034,5/10/2021,Metro is missing the Liner Door,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40534968,5/10/2021,O-rings cut short/streched,0015-12989,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40534652,5/9/2021,Holes not drilled deep enough,0040-76117,52MDPCHB,AMAT Spec Reviewed - PART NOT TO SPEC,1121,YES
40534353,5/8/2021,Tank bulk head cover leaking,0010-86295,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,1421-301514SN0005,YES
40534166,5/7/2021,**QN VOIDED** Missing Helicoil,0042-37592,34CMPKB,OTHER,,YES
40534107,5/7/2021,Part test failed,0041-79337,52CMPHDB,FUNCTIONAL FAILURE,,YES
40534025,5/7/2021,Voiding QN,0041-37241,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40534020,5/7/2021,Logistics identified wrong part,0041-37241,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40533987,5/7/2021,Logistic identified damaged part,0010-59217,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40533617,5/6/2021,Helicoil pulled (spray bar).,0042-21512,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40533071,5/5/2021,Inner Shield hitting Carriage,0045-00686,52CMPPPB,FIT ISSUE,633,YES
40533029,5/5/2021,Broken during install,0042-32912,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40532962,5/5/2021,"Missing Bearing,Gimbal,Pad Conditoner",0022-04678,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40532818,5/4/2021,wrong part,0240-46735,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40532796,5/4/2021,wrong part kitted in,0010-25883,52CMPPSB,OTHER,,
40532708,5/4/2021,HPO O-ring nicked,0022-25689,36ETCCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40532427,5/4/2021,cracked adaptor,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40532399,5/4/2021,Alignment Issue - part not to spec,0042-32912,34CMPB,FIT ISSUE,300047-02/21,YES
40532270,5/3/2021,TSDA Wire Found Cut During Installation.,0010-64303,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,SC1010541621,YES
40532256,5/4/2021,Cover cracked.,0042-37587,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-08/21,YES
40531915,5/3/2021,Window scratch,0010-25883,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40531535,5/1/2021,Logistics Identified Under Ship,0010-80128,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40531436,5/1/2021,Cleaner-HPC door -wet robot side,0042-29049,34CMPKB,FIT ISSUE,,YES
40531435,5/1/2021,Cleaner HPC rb door,0042-29048,34CMPKB,FIT ISSUE,,YES
40531434,5/1/2021,0042-29048. Build not to spec.,0042-29048,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40531433,5/1/2021,0042-29049. Not to spec.,0042-29049,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40531298,5/1/2021,Healy coils pulled; too short.,0042-21512,34CMPKB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40531272,4/30/2021,Logistics identified wrong part,0042-42619,B34LOG,PART - MISSING/WRONG PART OR QTY,N/A,YES
40530944,4/29/2021,Damage Right inner panel,0042-37035,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-05/21,YES
40530756,4/29/2021,insert pulled out,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0621-301514-SN905,YES
40530639,4/29/2021,Logistics identified damage part,0041-57742,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40530487,4/29/2021,Stain mark on COMB carrier,0022-60156,55CPGFIB,PART DAMAGE / COSMETIC ISSUE,1521,YES
40530385,4/28/2021,**QN VOIDED** Damage inner panel,0042-37033,34CMPB,OTHER,300047-0521,YES
40529848,4/28/2021,Part test failed,0041-77748,52CMPHDB,FUNCTIONAL FAILURE,,YES
40529843,4/27/2021,Discoloration on Plate,0041-13800,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-2020-07,YES
40529548,4/27/2021,cracked hi-hi- sensor adapter,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,919,YES
40529546,4/27/2021,Y8,0042-20495,31SMGGLB,TEST ISSUE,,YES
40529427,4/27/2021,reworked Oring,0015-12989,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40529405,4/27/2021,Missing helicoid.,0040-76117,36MDPCHB,AMAT Spec Reviewed - PART NOT TO SPEC,105091321,YES
40529208,4/26/2021,Damage exhaust,0042-32911,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-36/20,YES
40528610,4/25/2021,Logistics identified wrong part,0041-37241,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40528223,4/23/2021,damaged 0030-00603,0030-00603,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40528032,4/23/2021,**QN VOIDED - brackets,0010-84707,34CMPB,OTHER,,YES
40528029,4/23/2021,**QN VOIDED** - bracket labels,0010-84707,34CMPB,OTHER,,YES
40527968,4/23/2021,Chip inside meg tank,0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,0921-301514-SN0326,YES
40527685,4/22/2021,Turnable slurry arm screw stucked,0010-89525,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40527649,4/22/2021,Wrong Part Received,0041-79193,34CMPKB,PART - MISSING/WRONG PART OR QTY,,YES
40527375,4/22/2021, BB2 - Wafer detect sensor 0090-05331,0010-84707,34CMPFT,FUNCTIONAL FAILURE,,YES
40527220,4/21/2021,Drain leak,0051-17350,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40527105,4/21/2021,Logistics Identified wrong part,0041-37241,B34LOG,PART - MISSING/WRONG PART OR QTY,N/A,YES
40527028,4/21/2021,701931z02-3 DMR 0022-25690,0022-25690,36ETCCHT,LEAK,,YES
40527004,4/21/2021,not built to specs,0051-79800,34CMPB,FIT ISSUE,300047-11/21,YES
40526832,4/21/2021,part failure in Test,0042-20495,52CMPHDB,FUNCTIONAL FAILURE,,YES
40526716,4/20/2021,Wrong Part Received,0021-83420,34CMPKB,PART - MISSING/WRONG PART OR QTY,101608-13/21,YES
40526709,4/20/2021,Wrong Part Received,0021-83420,34CMPKB,PART - MISSING/WRONG PART OR QTY,101608-13/21,YES
40526619,4/20/2021,LOGISTICS(POU INB) DETECT WRONG PART,0010-64906,B52LOG,PART - MISSING/WRONG PART OR QTY,300047,YES
40526437,4/20/2021,Part is missing.,0021-98859,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40526258,4/20/2021,Part shortage,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40526169,4/19/2021,Damaged Safety Shield Lower PIB,0030-00596,36MDPCHT,FIT ISSUE,N/A,YES
40526101,4/19/2021,Paint damage,0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,332,YES
40526093,4/19/2021,Wrong Part Received,0021-83420,34CMPKB,PART - MISSING/WRONG PART OR QTY,101608-13/21,YES
40526084,4/19/2021,Wrong Part Received,0021-83420,34CMPKB,PART - MISSING/WRONG PART OR QTY,101608-13/21,YES
40526051,4/19/2021,0021-44940 LID damaged,0021-44940,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40525884,4/19/2021,0042-30788. Part not build Spec,0042-30788,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-07/21,YES
40525861,4/19/2021,0010-88718 - Helicoil pulled.,0041-45458,34CMPKB,PART DAMAGE / COSMETIC ISSUE,300047-04/21,YES
40525824,4/19/2021,Wet Robot Drip Pan 0041-94875 broken,0041-94875,34CMPCP,PACKAGING,,YES
40525803,4/19/2021,Multiple Helicoil issues,0042-23590,34CMPKB,ASSEMBLED INCORRECTLY / WORKMANSHIP,301514-10/21,YES
40525545,4/18/2021,Wrong part received.,0051-27398,52CMPPPB,PART - MISSING/WRONG PART OR QTY,3720,YES
40525446,4/17/2021,0040-70671 Cover is damaged.,0040-70671,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,1134193220,YES
40525275,4/17/2021,Logistics Identified supplier Wrong part,0021-83420,B34LOG,PART - MISSING/WRONG PART OR QTY,N/A,YES
40525260,4/17/2021,Logistics Identified supplier Wrong part,0021-83420,B34LOG,PART - MISSING/WRONG PART OR QTY,N/A,YES
40525229,4/17/2021,CH: CH B GASKET DAMAGED UPON RECEIVED,0022-38901,52DSMCHB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40525183,4/17/2021,O-ring Nozzle HPO P/N 0022-31316,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40524988,4/16/2021,Logistics identified damage part,0041-50622,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40524876,4/16/2021,CH: CH A GASKET DAMAGED UPON RECEIVED,0022-38901,52DSMCHB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40524757,4/16/2021,0022-02068 Wrong Part,0022-02068,36CMGMFB,PART - MISSING/WRONG PART OR QTY,301514,YES
40524437,4/15/2021,MFL 0022-26446,0022-26446,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40524232,4/15/2021,702724-3 DMR 0022-25690,0022-25690,36ETCCHT,LEAK,15167,YES
40523437,4/14/2021,0010-81717 Megasonic leaking water,0010-81717,34CMPFT,LEAK,327,YES
40523422,4/13/2021,POL 0041-48704 - not to spec,0041-48704,34CMPB,FIT ISSUE,300047-0820,YES
40523366,4/13/2021,Chipped Window,0240-46735,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40522672,4/12/2021,Logistics Identified Missing Part,0041-85948,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40522668,4/12/2021,Logistics identified damage part,0041-94875,B34LOG,PART DAMAGE / COSMETIC ISSUE,1011071121,YES
40522660,4/12/2021,door nob missing,0010-65670,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,
40522567,4/12/2021,0010-81717 Megasonic,0010-81717,34CMPFT,PART DAMAGE / COSMETIC ISSUE,312,YES
40522508,4/11/2021,"SHIPPING STABLIZER, SLIT DOOR MISSING",0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40522506,4/11/2021,MFL 0010-80128,0010-80128,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40522503,4/11/2021,Shipping Stabilizer Missing,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40522501,4/11/2021,Shipping Stablizer missing,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40522471,4/11/2021,Missing Part,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
